Lemma,Word_Type,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
latina,s,unconscious_bias,migration,"['LatinX --- pronounced La-teen-ex', 'Latine', 'Latinx --- pronounced La-teen-ex', 'person with cultural ties to Latin America', 'someone of Latin American descent']","['Latinx --- pronounced La-teen-ex', 'people with cultural ties to Latin America', 'people of Latin American descent']","['LatinX --- pronounced La-teen-ex', 'Latine', 'person with cultural ties to Latin America', 'someone of Latin American descent', 'Latinx --- pronounced La-teen-ex', 'people with cultural ties to Latin America', 'people of Latin American descent']"
latino,s,unconscious_bias,migration,"['Latinx --- pronounced La-teen-ex', 'Latine', 'Latinx --- pronounced La-teen-ex', 'person with cultural ties to Latin America', 'someone of Latin American descent']","['Latinx --- pronounced La-teen-ex', 'people with cultural ties to Latin America', 'people of Latin American descent']","['Latinx --- pronounced La-teen-ex', 'Latine', 'person with cultural ties to Latin America', 'someone of Latin American descent', 'Latinx --- pronounced La-teen-ex', 'people with cultural ties to Latin America', 'people of Latin American descent']"
logic,s,unconscious_bias,agentic,"['systematic approach', 'systematic approaches', 'with scientific care', 'with rational thinking']",['systematic approaches'],"['systematic approach', 'with scientific care', 'with rational thinking', 'systematic approaches']"
lunatic,s,unconscious_bias,cognitive_perception,"['person with mental impairment', 'person with psychiatric disabilities', 'person with confusing behaviour', 'person who acts unpredictably (reckless)', 'impulsive person', 'person who does not experience fear', 'someone who lives on the edge', 'thrill-seeker', 'risk-taker', 'person who acts out of control']","['people with mental impairment', 'people with psychiatric disabilities']","['person with mental impairment', 'person with psychiatric disabilities', 'person with confusing behaviour', 'person who acts unpredictably (reckless)', 'impulsive person', 'person who does not experience fear', 'someone who lives on the edge', 'thrill-seeker', 'risk-taker', 'person who acts out of control', 'people with mental impairment', 'people with psychiatric disabilities']"
madhouse,s,unconscious_bias,cognitive_perception,"['psychiatric hospital ward', 'mental health ward', 'behavioural health ward', 'psychiatric hospital unit', 'mental health unit ', 'behavioural health unit', 'institution providing care to people with mental impairments (psychiatric disabilities, ...)', 'psychiatric hospital wards', 'mental health wards', 'behavioural health wards', 'psychiatric hospital units', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental impairments (psychiatric disabilities, ...)', 'situation full of confusion', 'place in uproar', 'noisy and confusing scene']","['psychiatric hospital wards', 'mental health wards', 'behavioural health wards', 'psychiatric hospital units', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental impairments (psychiatric disabilities, ...)']","['psychiatric hospital ward', 'mental health ward', 'behavioural health ward', 'psychiatric hospital unit', 'mental health unit ', 'behavioural health unit', 'institution providing care to people with mental impairments (psychiatric disabilities, ...)', 'situation full of confusion', 'place in uproar', 'noisy and confusing scene', 'psychiatric hospital wards', 'mental health wards', 'behavioural health wards', 'psychiatric hospital units', 'mental health units', 'behavioural health units', 'institutions providing care to people with mental impairments (psychiatric disabilities, ...)']"
madman,s,unconscious_bias,cognitive_perception,"['person with mental impairment', 'person with psychiatric disabilities']","['people with mental impairment', 'people with psychiatric disabilities']","['person with mental impairment', 'person with psychiatric disabilities', 'people with mental impairment', 'people with psychiatric disabilities']"
maniac,s,unconscious_bias,behavior,"['someone with a mental impairment', 'person who behaves in an uncontrolled way', ""person who doesn't worry about (risks, danger, ...)"", 'person who behaves violently']",['people with a mental impairment'],"['someone with a mental impairment', 'person who behaves in an uncontrolled way', ""person who doesn't worry about (risks, danger, ...)"", 'person who behaves violently', 'people with a mental impairment']"
menstruator,s,unconscious_bias,gender_identity,['individual with monthly bleeding'],['individuals with monthly bleeding'],"['individual with monthly bleeding', 'individuals with monthly bleeding']"
midget,s,unconscious_bias,medical_state,"['person with restricted growth', 'person of short stature']","['persons with restricted growth', 'persons of short stature']","['person with restricted growth', 'person of short stature', 'persons with restricted growth', 'persons of short stature']"
millenial,s,unconscious_bias,age_young,"['younger person', 'younger people']",['younger people'],"['younger person', 'younger people']"
minority,s,unconscious_bias,migration,"['underrepresented group', 'traditionally underrepresented group', 'underrepresented groups', 'traditionally underrepresented groups']","['underrepresented groups', 'traditionally underrepresented groups']","['underrepresented group', 'traditionally underrepresented group', 'underrepresented groups', 'traditionally underrepresented groups']"
mong,s,unconscious_bias,medical_state,"['person with Down Syndrome', 'person with Trisomy 21']","['people with Down Syndrome', 'people with Trisomy 21']","['person with Down Syndrome', 'person with Trisomy 21', 'people with Down Syndrome', 'people with Trisomy 21']"
mongol,s,unconscious_bias,medical_state,"['person with Down Syndrome', 'person with Trisomy 21']","['people with Down Syndrome', 'people with Trisomy 21']","['person with Down Syndrome', 'person with Trisomy 21', 'people with Down Syndrome', 'people with Trisomy 21']"
mongoloid,s,unconscious_bias,medical_state,"['person with Down Syndrome', 'person with Trisomy 21']","['people with Down Syndrome', 'people with Trisomy 21']","['person with Down Syndrome', 'person with Trisomy 21', 'people with Down Syndrome', 'people with Trisomy 21']"
moron,s,unconscious_bias,medical_state,"['person with mental impairment', 'person with psychiatric disabilities', 'person with intellectual impairment', 'person with a learning disability', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'risk-taking', 'uninformed', 'silly', 'foolish']","['people with mental impairments', 'people with psychiatric disabilities', 'people with intellectual impairments', 'people with learning disabilities']","['person with mental impairment', 'person with psychiatric disabilities', 'person with intellectual impairment', 'person with a learning disability', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'risk-taking', 'uninformed', 'silly', 'foolish', 'people with mental impairments', 'people with psychiatric disabilities', 'people with intellectual impairments', 'people with learning disabilities']"
mother,s,unconscious_bias,gender_identity,"['parent', 'they', 'creative', 'parents', 'creatives', 'creative mind (behind)']","['parents', 'creatives']","['parent', 'they', 'creative', 'creative mind (behind)', 'parents', 'creatives']"
nutter,s,unconscious_bias,behavior,"['thrill-seeker', 'thrill-seekers', 'someone who is unpredictable', 'person with impulsive (reckless) behaviour', 'someone fearless (out of control)']","['thrill-seekers', 'people who are unpredictable', 'people with impulsive (reckless) behaviour', 'fearless (out of control) people ']","['thrill-seeker', 'someone who is unpredictable', 'person with impulsive (reckless) behaviour', 'someone fearless (out of control)', 'thrill-seekers', 'people who are unpredictable', 'people with impulsive (reckless) behaviour', 'fearless (out of control) people ']"
opinion,s,unconscious_bias,agentic,"['point of view', 'view', 'assessment', 'conclusion', 'impression', 'views', 'conclusions', 'impressions', 'keep your own counsel', 'your two cents']","['views', 'conclusions', 'impressions']","['point of view', 'view', 'assessment', 'conclusion', 'impression', 'keep your own counsel', 'your two cents', 'views', 'conclusions', 'impressions']"
performance,s,unconscious_bias,agentic,"['effectiveness', 'accomplishments', 'capabilities', 'fulfilment', 'efficiency', 'running', 'capacity', 'effectiveness', 'accomplishments', 'capabilities', 'fulfilment', 'efficiency', 'running', 'capacity']","['effectiveness', 'accomplishments', 'capabilities', 'fulfilment', 'efficiency', 'running', 'capacity']","['effectiveness', 'accomplishments', 'capabilities', 'fulfilment', 'efficiency', 'running', 'capacity', 'effectiveness', 'accomplishments', 'capabilities', 'fulfilment', 'efficiency', 'running', 'capacity']"
pow-wow,s,unconscious_bias,racist_source,"['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']"
power,s,unconscious_bias,agentic,"['capacity', 'energy', 'aptitude', 'capacities', 'energy', 'aptitude']","['capacities', 'energy', 'aptitude']","['capacity', 'energy', 'aptitude', 'capacities', 'energy', 'aptitude']"
powwow,s,unconscious_bias,racist_source,"['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']"
principle,s,unconscious_bias,agentic,"['moral', 'fairness', 'integrity', 'virtue', 'decency', 'honour', 'ethics']",['ethics'],"['moral', 'fairness', 'integrity', 'virtue', 'decency', 'honour', 'ethics']"
problem,s,unconscious_bias,agentic,"['issue', 'difficulty', 'obstacle', 'question to discuss ', 'complication ', 'issues', 'difficulties', 'obstacles', 'questions to discuss ', 'complications ']","['issues', 'difficulties', 'obstacles', 'questions to discuss ', 'complications ']","['issue', 'difficulty', 'obstacle', 'question to discuss ', 'complication ', 'issues', 'difficulties', 'obstacles', 'questions to discuss ', 'complications ']"
psychopath,s,unconscious_bias,cognitive_perception,"['person with a chronic mental disorder', 'someone with antisocial, egocentric, or violent social behaviour', 'violent person', 'unemotional person', 'callous person', 'person who lacks empathy', 'person who lacks remorse for their actions']","['people with a chronic mental disorder', 'people with antisocial, egocentric, or violent social behaviour']","['person with a chronic mental disorder', 'someone with antisocial, egocentric, or violent social behaviour', 'violent person', 'unemotional person', 'callous person', 'person who lacks empathy', 'person who lacks remorse for their actions', 'people with a chronic mental disorder', 'people with antisocial, egocentric, or violent social behaviour']"
retard,s,unconscious_bias,cognitive_ability,"['person with a learning disability', 'reckless', 'impulsive', 'ignorant', 'narrow-minded']",['people with a learning disability'],"['person with a learning disability', 'reckless', 'impulsive', 'ignorant', 'narrow-minded', 'people with a learning disability']"
risk,s,unconscious_bias,agentic,"['change', 'ambiguity', 'opportunity', 'changes', 'ambiguities', 'opportunities', 'unexplored territory']","['changes', 'ambiguities', 'opportunities']","['change', 'ambiguity', 'opportunity', 'unexplored territory', 'changes', 'ambiguities', 'opportunities']"
risk-taker,s,unconscious_bias,agentic,"['person who weighs options', 'someone open to new ideas', 'person who likes to try new things', 'someone keen on new insights', 'someone who take various factors into consideration']","['people who weigh options', 'those open to new ideas', 'people who like to try new things', 'people keen on new insights', 'people who take various factors into consideration']","['person who weighs options', 'someone open to new ideas', 'person who likes to try new things', 'someone keen on new insights', 'someone who take various factors into consideration', 'people who weigh options', 'those open to new ideas', 'people who like to try new things', 'people keen on new insights', 'people who take various factors into consideration']"
risktaker,s,unconscious_bias,agentic,"['person who weighs options', 'someone open to new ideas', 'person who likes to try new things', 'someone keen on new insights', 'someone who take various factors into consideration']","['people who weigh options', 'those open to new ideas', 'people who like to try new things', 'people keen on new insights', 'people who take various factors into consideration']","['person who weighs options', 'someone open to new ideas', 'person who likes to try new things', 'someone keen on new insights', 'someone who take various factors into consideration', 'people who weigh options', 'those open to new ideas', 'people who like to try new things', 'people keen on new insights', 'people who take various factors into consideration']"
ruction,s,unconscious_bias,agentic,"['debate', 'discussion', 'debates', 'discussions', 'animated exchange of ideas (views, perspectives, ...)']","['debates', 'discussions', 'animated exchanges of ideas (views, perspectives, ...)']","['debate', 'discussion', 'animated exchange of ideas (views, perspectives, ...)', 'debates', 'discussions', 'animated exchanges of ideas (views, perspectives, ...)']"
sammy,s,unconscious_bias,racist_source,"['fruit and vegetable vendor', 'Indian', 'person of Indian descent', 'someone born in India', 'fruit and vegetable vendors', 'Indians', 'people of Indian descent', 'people born in India']","['fruit and vegetable vendors', 'Indians', 'people of Indian descent', 'people born in India']","['fruit and vegetable vendor', 'Indian', 'person of Indian descent', 'someone born in India', 'fruit and vegetable vendors', 'Indians', 'people of Indian descent', 'people born in India']"
scatterbrain,s,unconscious_bias,behavior,"['someone forgetful', 'a disorganised person', 'someone unable to concentrate', 'person unable to think clearly']","['forgetful people', 'disorganised people', 'people unable to concentrate', 'people unable to think clearly']","['someone forgetful', 'a disorganised person', 'someone unable to concentrate', 'person unable to think clearly', 'forgetful people', 'disorganised people', 'people unable to concentrate', 'people unable to think clearly']"
simpleton,s,unconscious_bias,cognitive_ability,"['person with a learning disability', 'person with learning disabilities', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'to be a risk-taker', 'uninformed', 'silly']","['people with a learning disability', 'people with learning disabilities']","['person with a learning disability', 'person with learning disabilities', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'to be a risk-taker', 'uninformed', 'silly', 'people with a learning disability', 'people with learning disabilities']"
son,s,unconscious_bias,gender_identity,"['child', 'offspring', 'progeny', 'they', 'children', 'offspring', 'progeny']","['children', 'offspring', 'progeny']","['child', 'offspring', 'progeny', 'they', 'children', 'offspring', 'progeny']"
spaz,s,unconscious_bias,medical_state,"['person with cerebral palsy', 'person who is klutzy', 'clumsy person', 'forgetful person', 'someone who is impulsive', 'reckless person']",['people with cerebral palsy'],"['person with cerebral palsy', 'person who is klutzy', 'clumsy person', 'forgetful person', 'someone who is impulsive', 'reckless person', 'people with cerebral palsy']"
stutterer,s,unconscious_bias,medical_state,"['person with a speech impairment', 'person with a communication disability']","['people with a speech impairment', 'people with a communication disability']","['person with a speech impairment', 'person with a communication disability', 'people with a speech impairment', 'people with a communication disability']"
thug,s,unconscious_bias,racist_source,"['suspect', 'criminal', '-', 'suspects', 'criminals', 'someone with a history of violence']","['suspects', 'criminals', '-', 'people with a history of violence']","['-', 'suspect', 'criminal', 'someone with a history of violence', 'suspects', 'criminals', 'people with a history of violence']"
trans-man,s,unconscious_bias,gender_identity,"['man', 'trans person', 'man who was assigned female at birth', 'trans community', 'men', 'trans people', 'men who were assigned female at birth']","['men', 'trans people', 'men who were assigned female at birth', 'trans community']","['man', 'trans person', 'man who was assigned female at birth', 'trans community', 'men', 'trans people', 'men who were assigned female at birth']"
trans-woman,s,unconscious_bias,gender_identity,"['woman', 'trans person', 'woman who was assigned male at birth', 'trans community', 'women', 'trans people', 'women who were assigned male at birth']","['women', 'trans people', 'women who were assigned male at birth', 'trans community']","['woman', 'trans person', 'woman who was assigned male at birth', 'trans community', 'women', 'trans people', 'women who were assigned male at birth']"
transman,s,unconscious_bias,gender_identity,"['man', 'trans person', 'man who was assigned female at birth', 'trans community', 'men', 'trans people', 'men who were assigned female at birth']","['men', 'trans people', 'men who were assigned female at birth', 'trans community']","['man', 'trans person', 'man who was assigned female at birth', 'trans community', 'men', 'trans people', 'men who were assigned female at birth']"
transwoman,s,unconscious_bias,gender_identity,"['woman', 'trans person', 'woman who was assigned male at birth', 'trans community', 'women', 'trans people', 'women who were assigned male at birth']","['women', 'trans people', 'women who were assigned male at birth', 'trans community']","['woman', 'trans person', 'woman who was assigned male at birth', 'trans community', 'women', 'trans people', 'women who were assigned male at birth']"
uncle,s,unconscious_bias,gender_identity,"['pibling', 'they', 'piblings', ""parent's sibling""]",['piblings'],"['pibling', 'they', ""parent's sibling"", 'piblings']"
uterus-havers,s,unconscious_bias,gender_identity,['person with a uterus'],['people with a uterus'],"['person with a uterus', 'people with a uterus']"
uterushavers,s,unconscious_bias,gender_identity,['person with a uterus'],['people with a uterus'],"['person with a uterus', 'people with a uterus']"
victim,s,unconscious_bias,agentic,"['survivor', 'survivors']",['survivors'],"['survivor', 'survivors']"
whitelist,s,unconscious_bias,racist_source,"['allow list', 'pass list', 'include list', 'prefer list', 'allow lists', 'pass lists', 'include lists', 'prefer lists']","['allow lists', 'pass lists', 'include lists', 'prefer lists']","['allow list', 'pass list', 'include list', 'prefer list', 'allow lists', 'pass lists', 'include lists', 'prefer lists']"
wife,s,unconscious_bias,sexual_orientation,"['spouse', 'marital partner', 'life partner', 'partner', 'domestic partner', 'significant other', 'better half', 'they', 'spouses', 'marital partners', 'life partners', 'partners', 'domestic partners', 'significant others', 'better halves ']","['spouses', 'marital partners', 'life partners', 'partners', 'domestic partners', 'significant others', 'better halves ']","['spouse', 'marital partner', 'life partner', 'partner', 'domestic partner', 'significant other', 'better half', 'they', 'spouses', 'marital partners', 'life partners', 'partners', 'domestic partners', 'significant others', 'better halves ']"
workaholic,s,unconscious_bias,mental_wellbeing,"['person in need of work-life balance', 'person who puts work first', 'someone in danger of burnout', 'person who works excessively and compulsively', 'person unable to disengage from work']","['people in need of work-life balance', 'people who put work first', 'people in danger of burnout', 'people who work excessively and compulsively', 'people unable to disengage from work']","['person in need of work-life balance', 'person who puts work first', 'someone in danger of burnout', 'person who works excessively and compulsively', 'person unable to disengage from work', 'people in need of work-life balance', 'people who put work first', 'people in danger of burnout', 'people who work excessively and compulsively', 'people unable to disengage from work']"
